smiles,T,dliq,dgas,st,tc,redT
COC(=O)OC,427,0.8376,0.02358,11.9,553.9,0.7708972738761509
COC(=O)OC,440,0.8168,0.02713,9.918,553.9,0.7943672142986099
COC(=O)OC,453,0.7922,0.03903,9.097999999999999,553.9,0.8178371547210688
COC(=O)OC,466,0.7699,0.047810000000000005,7.394,553.9,0.8413070951435278
O=CCCC=O,277,1.0590000000000002,2.101e-05,51.8,700.3,0.39554476652863063
O=CCCC=O,359,0.9792,0.0,39.52,700.3,0.5126374410966729
O=CCCC=O,420,0.9182,0.0004916,30.83,700.3,0.5997429672997288
O=CCCC=O,461,0.8761,0.002116,25.13,700.3,0.6582893045837499
O=CCCC=O,482,0.853,0.0035299999999999997,23.11,700.3,0.6882764529487363
O=CCCC=O,502,0.8296,0.007566,20.16,700.3,0.716835641867771
O=CCCC=O,523,0.8053,0.01082,18.09,700.3,0.7468227902327574
O=CCCC=O,543,0.7809,0.01403,15.42,700.3,0.7753819791517922
CCCOC=O,205,1.021,0.002016,39.83,542.0,0.37822878228782286
CCCOC=O,283,0.9248,9.48e-05,27.88,542.0,0.522140221402214
CCCOC=O,341,0.8539,0.00214,20.43,542.0,0.6291512915129152
CCCOC=O,379,0.8045,0.007706,15.37,542.0,0.6992619926199262
CCCOC=O,399,0.7768,0.011770000000000001,13.45,542.0,0.7361623616236163
CCCOC=O,418,0.7497,0.01875,11.23,542.0,0.7712177121771218
CCCOC=O,438,0.7187,0.02719,9.392999999999999,542.0,0.8081180811808119
CCCOC=O,457,0.6863,0.037160000000000006,6.972,542.0,0.8431734317343174
O=COC(C)C,205,1.011,0.0001183,38.34,549.7,0.37293068946698193
O=COC(C)C,277,0.9276,1.582e-05,29.53,549.7,0.5039112243041659
O=COC(C)C,332,0.864,0.001139,21.99,549.7,0.6039657995270147
O=COC(C)C,368,0.8203,0.004102000000000001,18.03,549.7,0.6694560669456067
O=COC(C)C,386,0.7958,0.006540000000000001,16.09,549.7,0.7022012006549027
O=COC(C)C,404,0.7724,0.009229000000000001,13.59,549.7,0.7349463343641985
O=COC(C)C,422,0.745,0.01567,11.38,549.7,0.7676914680734945
O=COC(C)C,440,0.7161,0.023280000000000002,9.584,549.7,0.8004366017827905
CCOC(=O)C,214,0.9908,9.651e-06,37.31,533.4,0.4011998500187477
CCOC(=O)C,285,0.9097,4.615e-06,27.44,533.4,0.5343082114735658
CCOC(=O)C,338,0.8451,0.0023190000000000003,20.54,533.4,0.6336707911511061
CCOC(=O)C,374,0.7976,0.006441,15.84,533.4,0.7011623547056618
CCOC(=O)C,392,0.7719,0.011170000000000001,13.48,533.4,0.7349081364829396
CCOC(=O)C,409,0.7479,0.01523,11.55,533.4,0.7667791526059243
CCOC(=O)C,427,0.7179,0.02315,9.719,533.4,0.8005249343832022
CCOC(=O)C,445,0.6862,0.0384,7.3420000000000005,533.4,0.83427071616048
CCC(=O)OC,211,0.9952,7.738e-06,36.7,528.2,0.3994698977659977
CCC(=O)OC,285,0.9067,4.208e-05,27.19,528.2,0.539568345323741
CCC(=O)OC,340,0.8385,0.002602,19.68,528.2,0.6436955698599015
CCC(=O)OC,377,0.7887,0.007882,15.02,528.2,0.7137447936387731
CCC(=O)OC,396,0.7609,0.014790000000000001,12.26,528.2,0.7497160166603558
CCC(=O)OC,414,0.7326,0.02281,10.79,528.2,0.7837940174176448
CCC(=O)OC,433,0.7012,0.03053,8.544,528.2,0.8197652404392275
CCC(=O)OC,451,0.6692,0.04096,6.602,528.2,0.8538432411965164
C1CCOCO1,253,1.072,4.8469999999999995e-06,35.56,542.6,0.4662734979727239
C1CCOCO1,330,0.9726,0.002716,23.88,542.6,0.6081828234426834
C1CCOCO1,387,0.8898,0.01251,16.45,542.6,0.7132325838555105
C1CCOCO1,425,0.828,0.02534,11.2,542.6,0.7832657574640619
C1CCOCO1,445,0.7915,0.04052,8.772,542.6,0.8201253225211942
N1CCNCC1,404,0.8339,0.002726,26.23,652.4,0.6192519926425506
N1CCNCC1,446,0.7904,0.007272,20.54,652.4,0.683629675045984
N1CCNCC1,478,0.7559,0.013619999999999998,16.54,652.4,0.7326793378295524
N1CCNCC1,500,0.73,0.02129,13.69,652.4,0.7664009809932557
N1CCNCC1,510,0.7187,0.02244,12.76,652.4,0.7817290006131208
N1CCNCC1,521,0.7034,0.02943,11.41,652.4,0.7985898221949724
N1CCNCC1,531,0.6908,0.03137,10.6,652.4,0.8139178418148375
COCCOC,240,0.9149,5.929e-07,32.41,527.5,0.4549763033175355
COCCOC,306,0.8389,0.0002417,22.91,527.5,0.5800947867298578
COCCOC,356,0.778,0.00417,17.17,527.5,0.6748815165876777
COCCOC,390,0.7325,0.01183,12.66,527.5,0.7393364928909952
COCCOC,406,0.7096,0.0166,11.0,527.5,0.7696682464454976
COCCOC,423,0.6832,0.02418,8.526,527.5,0.8018957345971564
COCCOC,439,0.6584,0.03127,7.343,527.5,0.8322274881516588
COCCOC,456,0.6251,0.046560000000000004,5.351,527.5,0.8644549763033176
COC(OC)C,185,0.9698,5.827e-07,37.9,511.6,0.3616106333072713
COC(OC)C,263,0.8823,0.000213,27.25,511.6,0.5140734949179045
COC(OC)C,321,0.8133,0.0016120000000000002,19.85,511.6,0.627443315089914
COC(OC)C,360,0.7626,0.00656,13.68,511.6,0.7036747458952306
COC(OC)C,380,0.7348,0.01196,12.35,511.6,0.7427677873338545
COC(OC)C,399,0.7074,0.01895,9.334,511.6,0.7799061767005473
COC(OC)C,419,0.6743,0.02843,8.086,511.6,0.8189992181391712
COC(OC)C,438,0.6385,0.04668,6.727,511.6,0.8561376075058639
NCCCCN,325,0.8499,2.236e-06,40.06,671.5,0.48399106478034254
NCCCCN,385,0.7978,0.0001732,29.99,671.5,0.573343261355175
NCCCCN,430,0.7563,0.001946,24.46,671.5,0.6403574087862993
NCCCCN,460,0.7278,0.003547,20.9,671.5,0.6850335070737156
NCCCCN,475,0.7127,0.006,18.91,671.5,0.7073715562174236
NCCCCN,490,0.6981,0.008728,16.35,671.5,0.7297096053611318
NCCCCN,505,0.6813,0.01188,15.03,671.5,0.7520476545048399
NCCCCN,520,0.6647,0.01642,12.77,671.5,0.774385703648548
C[C@H]([C@H](N)C)N,276,0.8847,1.416e-05,36.85,619.9,0.4452331021132441
C[C@H]([C@H](N)C)N,351,0.8149,0.00022349999999999998,28.77,619.9,0.5662203581222778
C[C@H]([C@H](N)C)N,407,0.758,0.002633,21.84,619.9,0.6565575092756897
C[C@H]([C@H](N)C)N,445,0.7175,0.008164,16.25,619.9,0.7178577189869334
C[C@H]([C@H](N)C)N,464,0.6952,0.01168,14.3,619.9,0.7485078238425553
C[C@H]([C@H](N)C)N,482,0.6737,0.01669,12.86,619.9,0.7775447652847234
C[C@H]([C@H](N)C)N,501,0.6505,0.0258,10.22,619.9,0.8081948701403453
C[C@H]([C@H](N)C)N,520,0.6236,0.03171,8.312000000000001,619.9,0.8388449749959671
CNCCNC,300,0.8187,3.953e-05,31.68,600.5,0.4995836802664446
CNCCNC,368,0.7535,0.0008266,23.49,600.5,0.6128226477935054
CNCCNC,418,0.7011,0.005672,17.2,600.5,0.6960865945045795
CNCCNC,452,0.6628,0.01008,12.94,600.5,0.7527060782681099
CNCCNC,469,0.6415,0.01641,11.07,600.5,0.7810158201498751
CNCCNC,486,0.6203,0.02187,9.174,600.5,0.8093255620316403
CNCCNC,503,0.5963,0.0289,7.671,600.5,0.8376353039134055
NCCNCC,300,0.8393,1.009e-05,33.02,619.7,0.4841052121994513
NCCNCC,368,0.7729,0.0007991000000000001,25.24,619.7,0.5938357269646602
NCCNCC,418,0.7218,0.003607,19.66,619.7,0.6745199289979021
NCCNCC,452,0.6861,0.007227,15.2,619.7,0.7293851863805066
NCCNCC,469,0.6666,0.01072,13.85,619.7,0.7568178150718089
NCCNCC,486,0.6465,0.01545,12.03,619.7,0.7842504437631111
NCCNCC,503,0.6254,0.02068,10.21,619.7,0.8116830724544134
NCCNCC,520,0.6034,0.03153,8.367,619.7,0.8391157011457157
NCC(N)(C)C,281,0.8803,1.987e-05,37.31,613.0,0.45840130505709625
NCC(N)(C)C,355,0.8104,0.00018419999999999998,27.67,613.0,0.5791190864600326
NCC(N)(C)C,410,0.7529,0.0037549999999999997,20.34,613.0,0.6688417618270799
NCC(N)(C)C,446,0.7131,0.01063,15.78,613.0,0.7275693311582382
NCC(N)(C)C,465,0.6911,0.01399,13.59,613.0,0.7585644371941273
NCC(N)(C)C,483,0.6685,0.01908,11.57,613.0,0.7879282218597063
NCC(N)(C)C,502,0.6432,0.02732,10.11,613.0,0.8189233278955954
NCCC(N)C,300,0.8711,1.799e-05,38.28,647.0,0.46367851622874806
NCCC(N)C,368,0.809,0.00014419999999999998,29.22,647.0,0.5687789799072643
NCCC(N)C,418,0.7601,0.001484,23.3,647.0,0.6460587326120556
NCCC(N)C,452,0.7258,0.005419,19.38,647.0,0.6986089644513137
NCCC(N)C,469,0.7079,0.009182,16.85,647.0,0.7248840803709428
NCCC(N)C,486,0.6882,0.01266,14.92,647.0,0.7511591962905718
NCCC(N)C,503,0.671,0.0173,12.32,647.0,0.7774343122102009
NCCC(N)C,520,0.6499,0.02118,11.22,647.0,0.80370942812983
NCCN(C)C,316,0.7913,7.175e-06,28.74,596.8,0.5294906166219839
NCCN(C)C,379,0.7311,0.00172,20.12,596.8,0.6350536193029491
NCCN(C)C,426,0.6806,0.007922,15.04,596.8,0.7138069705093835
NCCN(C)C,457,0.6478,0.01461,12.24,596.8,0.765750670241287
NCCN(C)C,473,0.6282,0.02046,10.53,596.8,0.7925603217158178
NCCN(C)C,489,0.6076,0.027469999999999998,8.907,596.8,0.8193699731903485
NCCN(C)C,504,0.5867,0.03545,7.325,596.8,0.8445040214477213
CNCCCN,300,0.8493,1.412e-06,35.81,629.3,0.47672016526299066
CNCCCN,368,0.7846,0.00043049999999999995,26.87,629.3,0.5847767360559352
CNCCCN,418,0.7353,0.0029739999999999996,20.6,629.3,0.6642300969331003
CNCCCN,452,0.6992,0.007716,16.78,629.3,0.7182583823295726
CNCCCN,469,0.6803,0.009746,15.53,629.3,0.7452725250278087
CNCCCN,486,0.6625,0.0135,12.55,629.3,0.7722866677260448
CNCCCN,503,0.6408,0.01996,10.77,629.3,0.799300810424281
CNCCCN,520,0.6182,0.02673,9.307,629.3,0.8263149531225171
CCCCC=O,207,0.9033,7.676e-05,37.43,563.0,0.36767317939609234
CCCCC=O,291,0.8155,7.58e-05,27.44,563.0,0.5168738898756661
CCCCC=O,355,0.7502,0.002146,20.6,563.0,0.6305506216696269
CCCCC=O,397,0.7032,0.005444,15.24,563.0,0.7051509769094139
CCCCC=O,418,0.6776,0.0107,12.46,563.0,0.7424511545293073
CCCCC=O,439,0.6519,0.016659999999999998,10.87,563.0,0.7797513321492007
CCCCC=O,460,0.6248,0.02455,8.49,563.0,0.8170515097690941
CCCCC=O,481,0.5916,0.03402,6.388999999999999,563.0,0.8543516873889876
C[C@H](C=O)CC,231,0.8626,2.33e-05,34.3,554.9,0.4162912236438998
C[C@H](C=O)CC,302,0.7916,4.39e-05,25.31,554.9,0.5442422058028474
C[C@H](C=O)CC,355,0.7359,0.001967,19.45,554.9,0.6397549107947378
C[C@H](C=O)CC,391,0.6957,0.00656,14.68,554.9,0.7046314651288521
C[C@H](C=O)CC,409,0.6742,0.01035,12.77,554.9,0.7370697422959092
C[C@H](C=O)CC,426,0.6529,0.013980000000000001,11.48,554.9,0.7677058929536854
C[C@H](C=O)CC,444,0.6288,0.022119999999999997,9.499,554.9,0.8001441701207425
C[C@H](C=O)CC,462,0.604,0.03035,7.394,554.9,0.8325824472877996
O=CCC(C)C,193,0.9075,0.0002061,37.74,558.0,0.34587813620071683
O=CCC(C)C,276,0.823,5.985e-06,28.52,558.0,0.4946236559139785
O=CCC(C)C,338,0.7604,0.0009847999999999999,21.48,558.0,0.6057347670250897
O=CCC(C)C,380,0.7154,0.004496,16.57,558.0,0.6810035842293907
O=CCC(C)C,401,0.692,0.007831,13.56,558.0,0.7186379928315412
O=CCC(C)C,421,0.6671,0.012790000000000001,11.68,558.0,0.7544802867383512
O=CCC(C)C,442,0.6405,0.0182,9.642999999999999,558.0,0.7921146953405018
O=CCC(C)C,463,0.6104,0.02793,7.877000000000001,558.0,0.8297491039426523
O=CC(C)(C)C,292,0.7894,0.0001151,23.4,531.8,0.5490786009778112
O=CC(C)(C)C,340,0.7371,0.002964,17.96,531.8,0.6393380970289583
O=CC(C)(C)C,375,0.6949,0.00809,14.1,531.8,0.7051523128995864
O=CC(C)(C)C,399,0.6663,0.013059999999999999,11.0,531.8,0.7502820609251599
O=CC(C)(C)C,411,0.6499,0.0175,9.717,531.8,0.7728469349379467
O=CC(C)(C)C,423,0.6349,0.022690000000000002,9.28,531.8,0.7954118089507334
O=CC(C)(C)C,435,0.6181,0.028260000000000004,7.4479999999999995,531.8,0.8179766829635202
O=CC(C)(C)C,447,0.5966,0.03634,6.894,531.8,0.840541556976307
CC(C=O)CC,231,0.8627,2.69e-05,34.63,553.0,0.4177215189873418
CC(C=O)CC,302,0.7917,0.000312,24.58,553.0,0.546112115732369
CC(C=O)CC,355,0.7363,0.0025559999999999997,18.54,553.0,0.6419529837251357
CC(C=O)CC,390,0.6971,0.006135,14.53,553.0,0.705244122965642
CC(C=O)CC,408,0.6753,0.010490000000000001,12.71,553.0,0.7377938517179023
CC(C=O)CC,426,0.6534,0.014790000000000001,11.1,553.0,0.7703435804701627
CC(C=O)CC,443,0.6303,0.01998,9.017999999999999,553.0,0.8010849909584087
CC(C=O)CC,461,0.6024,0.033,7.129,553.0,0.833634719710669
CCCC(=O)C,221,0.8791,0.0001099,36.23,559.2,0.3952074391988555
CCCC(=O)C,300,0.8003,8.721e-06,25.17,559.2,0.5364806866952789
CCCC(=O)C,359,0.739,0.001791,18.9,559.2,0.6419885550786838
CCCC(=O)C,398,0.6947,0.007365000000000001,14.96,559.2,0.7117310443490701
CCCC(=O)C,418,0.6714,0.01122,12.68,559.2,0.7474964234620887
CCCC(=O)C,438,0.6467,0.016880000000000003,10.43,559.2,0.7832618025751072
CCCC(=O)C,457,0.6207,0.02461,8.248,559.2,0.8172389127324748
CCCC(=O)C,477,0.5898,0.03876,6.612,559.2,0.8530042918454935
CCC(=O)CC,259,0.8357,4.2369999999999996e-07,30.62,558.6,0.46365914786967416
CCC(=O)CC,326,0.7698,0.0006417999999999999,23.0,558.6,0.5836018617973505
CCC(=O)CC,376,0.7166,0.003783,16.75,558.6,0.6731113498030791
CCC(=O)CC,410,0.6768,0.009470000000000001,12.84,558.6,0.7339778016469746
CCC(=O)CC,427,0.6564,0.01257,10.86,558.6,0.7644110275689223
CCC(=O)CC,443,0.6348,0.01828,9.59,558.6,0.7930540637307554
CCC(=O)CC,460,0.6116,0.02822,7.561,558.6,0.8234872896527031
CCC(=O)CC,477,0.5846,0.03985,6.49,558.6,0.8539205155746509
CC(=O)C(C)C,205,0.8849,1.709e-06,37.36,552.2,0.3712423035132198
CC(=O)C(C)C,287,0.8034,4.648e-05,26.56,552.2,0.5197392249185078
CC(=O)C(C)C,348,0.7414,0.001849,19.95,552.2,0.6302064469395147
CC(=O)C(C)C,388,0.6976,0.006490000000000001,14.56,552.2,0.7026439695762404
CC(=O)C(C)C,409,0.6725,0.010459999999999999,12.46,552.2,0.7406736689605214
CC(=O)C(C)C,429,0.6469,0.01596,10.49,552.2,0.7768924302788844
CC(=O)C(C)C,450,0.6182,0.02574,8.189,552.2,0.8149221296631655
CC(=O)C(C)C,470,0.5893,0.038189999999999995,6.216,552.2,0.8511408909815283
C1CCCOC1,249,0.928,8.209e-05,31.47,536.3,0.4642923736714526
C1CCCOC1,314,0.8541,0.001825,22.74,536.3,0.5854931941077756
C1CCCOC1,363,0.7936,0.006997,17.0,536.3,0.6768599664366959
C1CCCOC1,396,0.7498,0.013930000000000001,12.9,536.3,0.7383926906582138
C1CCCOC1,412,0.7276,0.02077,10.73,536.3,0.7682267387656163
C1CCCOC1,428,0.7041,0.02953,9.411,536.3,0.7980607868730188
C1CCCNC1,287,0.8601,2.247e-05,31.84,574.6,0.49947789766794287
C1CCCNC1,354,0.7877,0.001591,22.23,574.6,0.6160807518273581
C1CCCNC1,404,0.732,0.007704000000000001,16.24,574.6,0.7030978071702053
C1CCCNC1,438,0.692,0.01598,12.38,574.6,0.7622694048033414
C1CCCNC1,455,0.6698,0.02458,11.11,574.6,0.7918552036199095
C1CCCNC1,471,0.6493,0.03318,8.817,574.6,0.8197006613296206
CCCCCO,306,0.8107,1.855e-05,26.23,599.4,0.5105105105105106
CCCCCO,371,0.751,0.001284,21.79,599.4,0.6189522856189523
CCCCCO,414,0.7061,0.004188,16.68,599.4,0.6906906906906907
CCCCCO,435,0.683,0.005481000000000001,14.84,599.4,0.7257257257257258
CCCCCO,457,0.6562,0.01127,12.05,599.4,0.7624290957624291
CCCCCO,478,0.6302,0.01952,9.855,599.4,0.7974641307974641
CCCCCO,500,0.5982,0.029089999999999998,7.7589999999999995,599.4,0.8341675008341676
CCCC(O)C,225,0.8668,0.0001291,37.42,574.4,0.3917130919220056
CCCC(O)C,302,0.8027,9.163e-05,26.19,574.4,0.525766016713092
CCCC(O)C,360,0.746,0.001176,20.42,574.4,0.6267409470752089
CCCC(O)C,399,0.7026,0.003829,15.86,574.4,0.6946378830083566
CCCC(O)C,418,0.6794,0.007763,13.74,574.4,0.7277158774373259
CCCC(O)C,437,0.6553,0.01342,11.61,574.4,0.7607938718662953
CCCC(O)C,457,0.6278,0.01915,9.566,574.4,0.7956128133704735
CCCC(O)C,476,0.6015,0.026510000000000002,7.444,574.4,0.8286908077994429
CCC(CC)O,229,0.8649,2.924e-06,30.14,560.3,0.40870961984651083
CCC(CC)O,305,0.7966,6.043e-05,25.41,560.3,0.544351240406925
CCC(CC)O,362,0.7361,0.001085,19.42,560.3,0.6460824558272354
CCC(CC)O,400,0.6911,0.00576,15.01,560.3,0.7139032661074425
CCC(CC)O,419,0.6675,0.009419,12.07,560.3,0.747813671247546
CCC(CC)O,438,0.6424,0.01493,10.07,560.3,0.7817240763876495
CCC(CC)O,457,0.6154,0.02391,8.347000000000001,560.3,0.8156344815277531
CCC(CC)O,476,0.5873,0.03188,6.6610000000000005,560.3,0.8495448866678565
CCC(CO)C,247,0.8564,0.00037719999999999995,32.63,585.1,0.42215005981883436
CCC(CO)C,321,0.7896,0.0002698,25.19,585.1,0.5486241668090924
CCC(CO)C,377,0.7341,0.001145,19.74,585.1,0.6443343018287472
CCC(CO)C,415,0.692,0.006895,15.91,585.1,0.7092804648777986
CCC(CO)C,433,0.6709,0.008028,13.31,585.1,0.7400444368484019
CCC(CO)C,452,0.6469,0.01444,11.44,585.1,0.7725175183729277
CCC(CO)C,470,0.6237,0.02132,9.082,585.1,0.803281490343531
CCC(CO)C,489,0.5984,0.02975,7.393,585.1,0.8357545718680567
CC(C(C)C)O,247,0.8505,0.0008611000000000001,28.87,560.1,0.4409926798785931
CC(C(C)C)O,318,0.7809,0.00015549999999999999,24.41,560.1,0.5677557579003749
CC(C(C)C)O,371,0.7236,0.002762,17.52,560.1,0.6623817175504374
CC(C(C)C)O,407,0.6812,0.007645,13.87,560.1,0.7266559542938761
CC(C(C)C)O,425,0.6581,0.01218,11.76,560.1,0.7587930726655954
CC(C(C)C)O,442,0.6364,0.01624,10.18,560.1,0.7891447955722192
CC(C(C)C)O,460,0.6114,0.02195,8.123,560.1,0.8212819139439386
CC(C(C)C)O,478,0.5826,0.03543,6.271,560.1,0.8534190323156579
OCCC(C)C,181,0.9039,0.0008378999999999999,52.89,601.4,0.3009644163618224
OCCC(C)C,276,0.8318,0.0,29.82,601.4,0.45892916528101096
OCCC(C)C,347,0.7701,0.0005525,23.1,601.4,0.5769870302627204
OCCC(C)C,395,0.7227,0.0021260000000000003,18.67,601.4,0.6568007981376788
OCCC(C)C,419,0.6976,0.005613,15.74,601.4,0.696707682075158
OCCC(C)C,442,0.6713,0.009308,13.58,601.4,0.7349517791819089
OCCC(C)C,466,0.6416,0.01584,10.75,601.4,0.7748586631193881
OCCC(C)C,490,0.6096,0.024730000000000002,8.54,601.4,0.8147655470568673
CCC(O)(C)C,289,0.814,2.086e-05,26.2,547.3,0.528046775077654
CCC(O)(C)C,342,0.7555,0.001183,20.6,547.3,0.6248858030330715
CCC(O)(C)C,382,0.7086,0.004596,15.04,547.3,0.6979718618673488
CCC(O)(C)C,409,0.6749,0.0105,12.41,547.3,0.747304951580486
CCC(O)(C)C,422,0.6565,0.01529,10.57,547.3,0.7710579207016263
CCC(O)(C)C,435,0.6388,0.021159999999999998,9.857000000000001,547.3,0.7948108898227664
CCC(O)(C)C,449,0.6181,0.02412,8.474,547.3,0.8203910104147635
CCC(O)(C)C,462,0.5989,0.02932,7.154,547.3,0.8441439795359036
C[C@@H](C(C)C)O,247,0.8485,0.00011240000000000001,33.89,558.9,0.44193952406512793
C[C@@H](C(C)C)O,317,0.7818,0.0001826,24.57,558.9,0.5671855430309537
C[C@@H](C(C)C)O,369,0.7259,0.002166,18.34,558.9,0.6602254428341385
C[C@@H](C(C)C)O,403,0.6858,0.005577,14.52,558.9,0.7210592234746824
C[C@@H](C(C)C)O,421,0.6637,0.01077,12.43,558.9,0.7532653426373234
C[C@@H](C(C)C)O,438,0.6388,0.01718,10.69,558.9,0.7836822329575953
C[C@@H](C(C)C)O,456,0.6175,0.021169999999999998,8.449,558.9,0.8158883521202362
C[C@@H](C(C)C)O,473,0.589,0.033389999999999996,6.685,558.9,0.8463052424405082
OCC(C)(C)C,352,0.7467,0.001234,19.66,555.9,0.633207411404929
OCC(C)(C)C,388,0.7061,0.004787,15.41,555.9,0.6979672602986149
OCC(C)(C)C,414,0.6738,0.009659000000000001,13.01,555.9,0.744738262277388
OCC(C)(C)C,432,0.6513,0.013430000000000001,10.78,555.9,0.777118186724231
OCC(C)(C)C,441,0.6374,0.01867,10.15,555.9,0.7933081489476524
OCC(C)(C)C,450,0.6263,0.02169,9.25,555.9,0.809498111171074
OCC(C)(C)C,459,0.6137,0.02556,8.11,555.9,0.8256880733944955
OCC(C)(C)C,468,0.5988,0.0336,7.204,555.9,0.841878035617917
CCCCOC,182,0.8655,6.247999999999999e-06,36.44,507.6,0.3585500394011032
CCCCOC,260,0.7817,3.929e-06,25.23,507.6,0.512214342001576
CCCCOC,319,0.7176,0.001936,18.07,507.6,0.6284475965327029
CCCCOC,358,0.6728,0.0061189999999999994,13.44,507.6,0.7052797478329393
CCCCOC,377,0.6481,0.011040000000000001,11.72,507.6,0.7427107959022853
CCCCOC,397,0.6233,0.01515,9.433,507.6,0.7821118991331757
CCCCOC,416,0.5952,0.02458,7.778,507.6,0.8195429472025216
CCCCOC,436,0.5614,0.03634,5.428999999999999,507.6,0.858944050433412
COCC(C)C,181,0.854,5.561e-07,35.84,498.7,0.3629436534990977
COCC(C)C,255,0.7767,8.161e-06,24.7,498.7,0.5113294565871266
COCC(C)C,311,0.716,0.00132,17.42,498.7,0.62362141568077
COCC(C)C,348,0.6727,0.005742000000000001,12.9,498.7,0.6978143172247845
COCC(C)C,366,0.6502,0.008998,12.0,498.7,0.7339081612191699
COCC(C)C,385,0.6251,0.01554,9.826,498.7,0.7720072187687989
COCC(C)C,403,0.599,0.02145,7.547000000000001,498.7,0.8081010627631843
COCC(C)C,422,0.5711,0.0363,5.851,498.7,0.8462001203128133
CCC(OC)C,181,0.8498,1.754e-06,33.99,496.3,0.3646987709046947
CCC(OC)C,255,0.7733,1.336e-05,23.93,496.3,0.5138021358049567
CCC(OC)C,311,0.7118,0.00215,16.73,496.3,0.6266371146483981
CCC(OC)C,349,0.6674,0.008024,12.69,496.3,0.7032037074350191
CCC(OC)C,367,0.6444,0.01132,11.12,496.3,0.7394720934918396
CCC(OC)C,386,0.6193,0.01656,8.601,496.3,0.7777553898851501
CCC(OC)C,404,0.5938,0.02567,6.916,496.3,0.8140237759419706
CCC(OC)C,423,0.5643,0.0372,5.06,496.3,0.852307072335281
COC(C)(C)C,189,0.8454,3.3489999999999996e-06,32.87,488.3,0.38705713700593897
COC(C)(C)C,261,0.7679,0.00015490000000000002,22.4,488.3,0.5345074749129634
COC(C)(C)C,314,0.7094,0.002884,16.25,488.3,0.6430473069834118
COC(C)(C)C,350,0.6667,0.008428,11.59,488.3,0.7167724759369241
COC(C)(C)C,368,0.6428,0.01342,9.792,488.3,0.7536350604136801
COC(C)(C)C,386,0.6177,0.02386,8.183,488.3,0.7904976448904362
COC(C)(C)C,404,0.5907,0.032,6.261,488.3,0.8273602293671923
COC(C)(C)C,422,0.5602,0.043910000000000005,4.946000000000001,488.3,0.8642228138439484
CCOCCC,171,0.8697,0.0,37.36,486.4,0.3515625
CCOCCC,249,0.782,1.468e-05,25.31,486.4,0.5119243421052632
CCOCCC,308,0.7147,0.001574,17.24,486.4,0.6332236842105263
CCOCCC,347,0.666,0.006705,12.56,486.4,0.713404605263158
CCOCCC,366,0.6407,0.01066,10.71,486.4,0.752467105263158
CCOCCC,386,0.6127,0.016380000000000002,8.561,486.4,0.7935855263157895
CCOCCC,405,0.5804,0.026039999999999997,6.797999999999999,486.4,0.8326480263157895
CCOCCC,425,0.5479,0.03888,4.708,486.4,0.8737664473684211
CCOC(C)C,181,0.8483,0.002262,33.74,477.3,0.37921642572805364
CCOC(C)C,253,0.7683,3.319e-05,23.13,477.3,0.5300649486695999
CCOC(C)C,308,0.7035,0.0029230000000000003,16.18,477.3,0.6452964592499476
CCOC(C)C,344,0.6572,0.008806,12.09,477.3,0.7207207207207207
CCOC(C)C,362,0.6333,0.01166,9.967,477.3,0.7584328514561073
CCOC(C)C,380,0.6066,0.02125,8.187999999999999,477.3,0.7961449821914938
CCOC(C)C,398,0.5777,0.027280000000000002,6.335,477.3,0.8338571129268804
CCOC(C)C,416,0.5464,0.04052,4.273,477.3,0.8715692436622668
CC[C@@H](OC)C,179,0.8511,0.0001256,34.93,496.8,0.3603059581320451
CC[C@@H](OC)C,254,0.7747,1.549e-05,24.37,496.8,0.5112721417069243
CC[C@@H](OC)C,310,0.7137,0.001492,17.29,496.8,0.6239935587761675
CC[C@@H](OC)C,347,0.6694,0.005992,13.27,496.8,0.6984702093397746
CC[C@@H](OC)C,366,0.6454,0.01047,10.92,496.8,0.7367149758454106
CC[C@@H](OC)C,385,0.6213,0.01818,8.905,496.8,0.7749597423510467
CC[C@@H](OC)C,403,0.5934,0.025939999999999998,7.046,496.8,0.8111916264090177
CC[C@@H](OC)C,422,0.5662,0.033030000000000004,5.587000000000001,496.8,0.8494363929146538
CC[C@@H](CO)C,228,0.8732,0.0002299,39.12,585.6,0.38934426229508196
CC[C@@H](CO)C,305,0.8051,9.204e-05,27.73,585.6,0.5208333333333333
CC[C@@H](CO)C,363,0.7483,0.00119,20.77,585.6,0.6198770491803278
CC[C@@H](CO)C,401,0.7073,0.0038740000000000003,16.75,585.6,0.6847677595628415
CC[C@@H](CO)C,420,0.6864,0.006963,14.28,585.6,0.7172131147540983
CC[C@@H](CO)C,440,0.6627,0.01028,12.34,585.6,0.7513661202185792
CC[C@@H](CO)C,459,0.6385,0.0164,10.49,585.6,0.7838114754098361
CC[C@@H](CO)C,478,0.6121,0.02224,8.086,585.6,0.8162568306010929
CCC[C@H](O)C,247,0.8507,0.0001659,30.34,572.6,0.43136570031435556
CCC[C@H](O)C,318,0.788,0.0004311,25.86,572.6,0.5553615089067412
CCC[C@H](O)C,371,0.7347,0.001583,18.86,572.6,0.647921760391198
CCC[C@H](O)C,407,0.6927,0.0058189999999999995,15.46,572.6,0.7107928746070555
CCC[C@H](O)C,425,0.6706,0.009254,13.0,572.6,0.7422284317149842
CCC[C@H](O)C,442,0.649,0.013040000000000001,11.42,572.6,0.7719175689835837
